,article_name,article_quality,country,revision_id,population
3516,Hikmat Mizban Ibrahim al-Azzawi,Start,Iraq,702727008,37056000
3517,Ahmed al-Barak,Stub,Iraq,703053769,37056000
3518,Wael Abdul Latif,Stub,Iraq,703053876,37056000
3519,Dara Nur al-Din,Stub,Iraq,703053905,37056000
3520,Mufid Mohammad Jawad al-Jazairi,Stub,Iraq,703054379,37056000
3521,Nuri Badran,Stub,Iraq,703054420,37056000
3522,Abdel Amir Abbud Rahima,Stub,Iraq,703054447,37056000
3523,Ali Faik al-Ghadban,Stub,Iraq,703054465,37056000
3524,Khodayyir Abbas,Stub,Iraq,703054481,37056000
3525,Hashim Abderrahman al-Shibli,Start,Iraq,703054542,37056000
3526,Rashad Mandan Omar,Stub,Iraq,703054561,37056000
3527,Sami Azara al-Majun,Stub,Iraq,703054581,37056000
3528,Kamel al-Kilani,Stub,Iraq,703054633,37056000
3529,Mohammad Jassem Khodayyir,Stub,Iraq,703054668,37056000
3530,Ali al-Haidari,Stub,Iraq,704491213,37056000
3531,Abdul Razak al-Hashimi,Stub,Iraq,704611447,37056000
3532,Nehro Mohammed,Stub,Iraq,704668476,37056000
3533,Muhammed Ibrahim al-Juraissey,Stub,Iraq,704981869,37056000
3534,Dhari Ali al-Fayadh,Stub,Iraq,705434314,37056000
3535,Ibrahim Ahmad Abd al-Sattar Muhammad,Stub,Iraq,706338188,37056000
3536,Ismail Ahmed Rajab Al Hadidi,Stub,Iraq,706466759,37056000
3537,Khalaf al-Ulayyan,Stub,Iraq,707468568,37056000
3538,Abd al-Rahim al-Hasini,Stub,Iraq,707803149,37056000
3539,Shirwan al-Waili,Stub,Iraq,707905482,37056000
3540,Baraa Najib al-Ruba'i,Stub,Iraq,707925243,37056000
3541,Abdel Hussein Shandal,Stub,Iraq,707935281,37056000
3542,Taha Bidaywi Hamed,Stub,Iraq,709661228,37056000
3543,Omer Fattah Hussain,Stub,Iraq,709756947,37056000
3544,Karim Mahdi Salih,Stub,Iraq,709771115,37056000
3545,Liwaa Semeism,Stub,Iraq,709871417,37056000
3546,Asaad Abu Gilel al-Taie,Stub,Iraq,710246172,37056000
3547,Taha al-Liheibi,Stub,Iraq,710870920,37056000
3548,Raed Fahmy Jahid,Start,Iraq,712221416,37056000
3549,Khalil Jalil Hamza,Stub,Iraq,712335125,37056000
3550,Ridha Jawad Taqi,Start,Iraq,712632653,37056000
3551,Falah Hassan al-Naqib,Stub,Iraq,714301550,37056000
3552,Fadhil Omer,Stub,Iraq,714556831,37056000
3553,Safa al-Safi,Start,Iraq,714747651,37056000
3554,Riya Qahtan,Stub,Iraq,715231246,37056000
3555,Mahmoud al-Radi,Stub,Iraq,715362468,37056000
3556,Osama Tawfiq al-Tikriti,Stub,Iraq,716552449,37056000
3557,Muhammad Hasan Abi al-Mahasin,Stub,Iraq,717358490,37056000
3558,Basimah Aziz Nasir,Stub,Iraq,717654431,37056000
3559,Mizhar Abdullah Ruaid,Stub,Iraq,718591955,37056000
3560,Sherzad Hafiz,Stub,Iraq,719146556,37056000
3561,Hatem Kamil,Stub,Iraq,719585667,37056000
3562,Hisham al-Hayali,Stub,Iraq,722191751,37056000
3563,Hussein al-Tahan,Stub,Iraq,723276626,37056000
3564,Walid Hamid Tawfiq al-Tikriti,Start,Iraq,723694486,37056000
3565,Majid al-Nasrawi,Stub,Iraq,723991605,37056000
3566,Shirin Hassani Ramazan,Stub,Iraq,724026143,37056000
3567,Ammar Al-Madany,Stub,Iraq,724869427,37056000
3568,Saleh al-Ogaili,Stub,Iraq,725087552,37056000
3569,George Mansour,Stub,Iraq,729668868,37056000
3570,Muhammad Mahdi Salih,Start,Iraq,731384242,37056000
3571,Rafi Daham al-Tikriti,Stub,Iraq,732097548,37056000
3572,Jasim Mohammed Jaafar,Stub,Iraq,733441710,37056000
3573,Mohammed Shakir (Iraqi politician),Stub,Iraq,734073607,37056000
3574,Abd Dhiyab al-Ajili,Stub,Iraq,736396940,37056000
3575,Kasim Muhammad Taqi al-Sahlani,Start,Iraq,736632136,37056000
3576,Nadim al-Jabiri,Stub,Iraq,738254818,37056000
3577,Qassim Daoud,Stub,Iraq,738294906,37056000
3578,Howar Ziad,Stub,Iraq,740830750,37056000
3579,Nuri Sheikh Salih Sheikh Ghani Barzinji,Stub,Iraq,740922613,37056000
3580,Muhammad Kader Hawdeyani,Stub,Iraq,740924347,37056000
3581,Bahnam Zaya Bulos,Stub,Iraq,741002947,37056000
3582,'Abd al-Razzaq al-Hasani,Start,Iraq,741242691,37056000
3583,Awni Yusuf,Stub,Iraq,741385557,37056000
3584,Adnan al-Assadi,Stub,Iraq,742561228,37056000
3585,Imad Ahmad Sayfour,Stub,Iraq,742712524,37056000
3586,Ahmed Uthman,C,Iraq,742713798,37056000
3587,Haji Mala Saeed Kirkukli Zada,Stub,Iraq,742713833,37056000
3588,Saleh Yousefi,Stub,Iraq,742713885,37056000
3589,Mohammad Tofiq Rahim,Start,Iraq,743491830,37056000
3590,Naseer al-Chaderchi,Stub,Iraq,743981184,37056000
3591,Kamal Mirawdily,Stub,Iraq,746495870,37056000
3592,Abbas Mahdi,Stub,Iraq,746793125,37056000
3593,Yousif Muhammed,Stub,Iraq,746923977,37056000
3594,Rustam Haidar,Stub,Iraq,747225257,37056000
3595,Thaer Thabet,Start,Iraq,748160137,37056000
3596,Abdel Basset Turki,Start,Iraq,748160934,37056000
3597,Latif Rashid,Start,Iraq,748753852,37056000
3598,Tamar Fattah Ramadhan Kuchar,Start,Iraq,749250976,37056000
3599,Ali al-Adeeb,Stub,Iraq,749392733,37056000
3600,Abdul Karim al-Anizi,Stub,Iraq,749401938,37056000
3601,Mohammed Ali al-Hasani,Stub,Iraq,749561240,37056000
3602,Abd al-Nasir al-Janabi,Start,Iraq,749709150,37056000
3603,Ayad al-Samarrai,Start,Iraq,750058961,37056000
3604,Duraid Kashmoula,Stub,Iraq,751569892,37056000
3605,Salam al-Maliki,Stub,Iraq,754519433,37056000
3606,Hadi Saleh,Stub,Iraq,754804512,37056000
3607,Abdel-Karim Mahoud al-Mohammedawi,Start,Iraq,754913505,37056000
3608,Muhammad Mahdi Kubba,Start,Iraq,754962861,37056000
3609,Nabeel Yasin,Start,Iraq,755338503,37056000
3610,Sami al-Askari,Stub,Iraq,755359407,37056000
3611,Abderrahman Sadik Karim,Stub,Iraq,756220218,37056000
3612,Alaa Abdessaheb al-Alwan,Start,Iraq,756728398,37056000
3613,Aziz Saleh Nuhmah,Start,Iraq,756940378,37056000
3614,Khaled al-Attiyah,Stub,Iraq,757796417,37056000
3615,Iyad Jamal Al-Din,Start,Iraq,757821707,37056000
3616,Khaled al-Obaidi,Start,Iraq,758451364,37056000
3617,List of Speakers of the Council of Representatives of Iraq,Start,Iraq,758494760,37056000
3618,Birzo Majeed,Stub,Iraq,759449580,37056000
3619,Najeba Latef Ahmed,Stub,Iraq,759596692,37056000
3620,Naziha al-Dulaimi,Start,Iraq,760535135,37056000
3621,Nisrin Barwari,Stub,Iraq,760535171,37056000
3622,Basimah Yusuf Butrus,Stub,Iraq,760535174,37056000
3623,Sondul Chapouk,Stub,Iraq,760535175,37056000
3624,Leila Abdul-Latif,Stub,Iraq,760535176,37056000
3625,Narmin Othman,Start,Iraq,760535433,37056000
3626,Tayseer al-Mashhadani,Stub,Iraq,760535436,37056000
3627,Faten Mahmoud,Stub,Iraq,760535437,37056000
3628,Shatha Mousa Sadiq,Stub,Iraq,760535438,37056000
3629,Salama al-Khufaji,Stub,Iraq,760535439,37056000
3630,Lamiya Abed Khadawi,Stub,Iraq,760535443,37056000
3631,Wijdan Michael,Start,Iraq,760535546,37056000
3632,Jalal Dabagh,C,Iraq,761763090,37056000
3633,Abd-Allah ibn Aamir Hadhrami,Stub,Iraq,762195749,37056000
3634,Thamer Nayef al-Hathal,Stub,Iraq,762333867,37056000
3635,Rassul Mamand,Start,Iraq,763839116,37056000
3636,Sarkis Aghajan Mamendo,C,Iraq,764263269,37056000
3637,Ali Sindi,Stub,Iraq,766100203,37056000
3638,Firsat Sofi Ali,Stub,Iraq,766545528,37056000
3639,Adnan al-Zurufi,Stub,Iraq,766618302,37056000
3640,Omar al-Tikriti,Stub,Iraq,766847388,37056000
3641,Iman al-Asadi,Stub,Iraq,767199829,37056000
3642,Qasim Al-Fahadawi,Start,Iraq,767349412,37056000
3643,Talib El-Shibib,Stub,Iraq,768076374,37056000
3644,Akeel Al Saffar,Stub,Iraq,768181296,37056000
3645,Mohammad Shafar,Stub,Iraq,768181307,37056000
3646,Ziad Abderrazzak Mohammad Aswad,Stub,Iraq,768478302,37056000
3647,Maysoon al-Hashemi,Stub,Iraq,768514363,37056000
3648,Mazin Abu Kalal,Stub,Iraq,769540013,37056000
3649,Rowsch Shaways,Start,Iraq,769721138,37056000
3650,Ibrahim Ahmad,Start,Iraq,769750938,37056000
3651,Ali Daeem Ali,Stub,Iraq,770304323,37056000
3652,Nizar Hamdoon,Stub,Iraq,771115643,37056000
3653,Mohammad Bahr al-Ulloum,Start,Iraq,773386279,37056000
3654,Naji al-Suwaydi,Stub,Iraq,773387506,37056000
3655,Mustafa Mahmud al-Umari,Stub,Iraq,773389000,37056000
3656,Nureddin Mahmud,Stub,Iraq,773389068,37056000
3657,Sa'dun Hammadi,Start,Iraq,773389940,37056000
3658,Ahmad Husayn Khudayir as-Samarrai,Stub,Iraq,773390042,37056000
3659,Abdul Rahman Mustafa,Start,Iraq,774310831,37056000
3660,Mohammed Al-Ghabban,Start,Iraq,774773079,37056000
3661,Alaa Hussein Ali,Stub,Iraq,775325009,37056000
3662,Sassoon Eskell,FA,Iraq,776240985,37056000
3663,Abdullah Hussein Jebara,C,Iraq,776407566,37056000
3664,Abd ar-Razzaq an-Naif,Stub,Iraq,776779622,37056000
3665,Maysoon Al-Damluji,Start,Iraq,777505883,37056000
3666,Falah Mustafa Bakir,C,Iraq,777507561,37056000
3667,Kamal Qadir,Stub,Iraq,778196570,37056000
3668,Khairi Al-Hindawi,GA,Iraq,778779618,37056000
3669,Taufiq Wahby,Start,Iraq,780560276,37056000
3670,Salah Omar al-Ali,Start,Iraq,782179809,37056000
3671,Adel Murad,Start,Iraq,782652839,37056000
3672,Bayan Nouri,Start,Iraq,784553121,37056000
3673,List of Iraqi Information Ministers,Stub,Iraq,784642119,37056000
3674,Saber Abdel Aziz al-Douri,Start,Iraq,784991347,37056000
3675,Rafiq Hilmi,Start,Iraq,785601429,37056000
3676,Franso Hariri,Start,Iraq,785924141,37056000
3677,Basim Bello,Stub,Iraq,786380552,37056000
3678,Ahmad Mukhtar Baban,Stub,Iraq,786620055,37056000
3679,Taher Tawfiq al-Ani,Stub,Iraq,787070133,37056000
3680,Hashim Aqrawi,Start,Iraq,787073249,37056000
3681,Abdulsalam Abdullah,Stub,Iraq,787275714,37056000
3682,Abbas al-Bayati,Stub,Iraq,787368541,37056000
3683,Ablahad Afraim Sawa,Stub,Iraq,787598614,37056000
3684,Ahmad Khalaf al-Dulaimi,Start,Iraq,787906888,37056000
3685,Ahmad Muhammad Saeed al-Atrushi,Stub,Iraq,787907461,37056000
3686,Ahmed Abdullah al-Jubouri,C,Iraq,787911127,37056000
3687,Ahmed Shibani,Stub,Iraq,787918528,37056000
3688,Izz al-Din al-Dawla,Stub,Iraq,788425199,37056000
3689,Naif Mohammed Jasim,Stub,Iraq,788479674,37056000
3690,Muhammad as-Sadr,Stub,Iraq,788590345,37056000
3691,Suhaib al-Rawi,Start,Iraq,788684643,37056000
3692,Ahmad Hardi,Start,Iraq,789283406,37056000
3693,Taha al-Hashimi,Stub,Iraq,789367295,37056000
3694,Aref Tayfour,Stub,Iraq,789669539,37056000
3695,Awad Hamed al-Bandar,Start,Iraq,790263410,37056000
3696,Harith al-Obeidi,C,Iraq,790377281,37056000
3697,Arif Abd ar-Razzaq,Stub,Iraq,790426382,37056000
3698,Hareth Shanshal Sunaid,Stub,Iraq,791336038,37056000
3699,Sabah al-Saedi,Stub,Iraq,792987139,37056000
3700,Mohammed Awad,Stub,Iraq,793140052,37056000
3701,Barzan Ibrahim al-Tikriti,C,Iraq,793247653,37056000
3702,Ali Fadel,Start,Iraq,793451715,37056000
3703,Mohammad Baqir al-Hakim,C,Iraq,793737693,37056000
3704,Zekra Alwach,Stub,Iraq,794272875,37056000
3705,Toma Tomas,Start,Iraq,794428535,37056000
3706,Serwan Baban,Stub,Iraq,794435200,37056000
3707,Aziz Al-Yasiri,Start,Iraq,795385563,37056000
3708,Nahla Hussain al-Shaly,Stub,Iraq,795545680,37056000
3709,Adham Barzani,Stub,Iraq,795730883,37056000
3710,Aqila al-Hashimi,Start,Iraq,796051016,37056000
3711,Mohammed Hamza Zubeidi,Start,Iraq,796280426,37056000
3712,Dia al-Asadi,Start,Iraq,796390343,37056000
3713,Ali Osman Ali,Stub,Iraq,796572080,37056000
3714,Abdul-Latif Ali al-Mayah,Start,Iraq,796706449,37056000
3715,William Warda,Stub,Iraq,796760121,37056000
3716,Salih Jabr,Stub,Iraq,796783178,37056000
3717,Ahmed Abu Risha,C,Iraq,796924355,37056000
3718,Bakhtiar Amin,C,Iraq,797029376,37056000
3719,Baqir Jabr al-Zubeidi,Start,Iraq,797033786,37056000
3720,Mohammed Mahdi al-Bayati,Start,Iraq,797498991,37056000
3721,Fuad al-Rikabi,GA,Iraq,797511890,37056000
3722,Mahma Xelil,Stub,Iraq,797897920,37056000
3723,Mohammed Haji Mahmoud,Stub,Iraq,798033408,37056000
3724,Soran Omar,Stub,Iraq,798057406,37056000
3725,Bedia Afnan,Stub,Iraq,798224171,37056000
3726,Ibrahim Mohammad Bahr al-Ulloum,Stub,Iraq,798283015,37056000
3727,Baha Araji,Start,Iraq,798569398,37056000
3728,Kadhim Finjan,Start,Iraq,798577626,37056000
3729,Hadi Al-Amiri,Start,Iraq,798690011,37056000
3730,Ammar al-Saffar,Stub,Iraq,798741458,37056000
3731,Pascal Esho Warda,Start,Iraq,798764368,37056000
3732,Maruf al Rusafi,GA,Iraq,798912870,37056000
3733,Sovereignty Council (Iraq),Start,Iraq,799051057,37056000
3734,Tahir Yahya,Start,Iraq,799193814,37056000
3735,Nimrud Baito,Stub,Iraq,799284431,37056000
3736,Osama Youssef Kashmoula,Stub,Iraq,799410594,37056000
3737,Abd al-Aziz al-Badri,Start,Iraq,799420821,37056000
3738,Hardan al-Tikriti,C,Iraq,799643009,37056000
3739,Salih Mahdi Ammash,Stub,Iraq,799643514,37056000
3740,Taha Yassin Ramadan,Start,Iraq,799644824,37056000
3741,Hashim Al-Mosawy,Stub,Iraq,799706876,37056000
3742,Rend al-Rahim Francke,C,Iraq,799916737,37056000
3743,Omar Said Ali,Stub,Iraq,800040462,37056000
3744,Safia Taleb Ali al-Suhail,Start,Iraq,800048238,37056000
3745,Arsalan Baiz,Stub,Iraq,800250467,37056000
3746,Taha Muhie-eldin Marouf,Start,Iraq,800750350,37056000
3747,Shahab Sheikh Nuri,C,Iraq,800818574,37056000
3748,Ahmed Radhi,C,Iraq,801060221,37056000
3749,Georges Sada,Start,Iraq,801177435,37056000
3750,Eifan Saadoun Al Issawi,C,Iraq,801213905,37056000
3751,Salaheddine Bahaaeddin,Start,Iraq,801356132,37056000
3752,Houzan Mahmoud,Stub,Iraq,801399880,37056000
3753,Abdul Sattar Abu Risha,Start,Iraq,801580935,37056000
3754,Asma al-Dulaimi,Stub,Iraq,801586708,37056000
3755,Farhan Jubouri,Start,Iraq,801632221,37056000
3756,Fasal al Gaood,Stub,Iraq,801632591,37056000
3757,Ali al-Qaradaghi,Start,Iraq,801897616,37056000
3758,Raja Habib al-Khuzaai,Stub,Iraq,802286203,37056000
3759,Ahmed Barzani,Start,Iraq,802311373,37056000
3760,Mohammed Hadid,Start,Iraq,802438185,37056000
3761,Naji Shawkat,Start,Iraq,802438291,37056000
3762,Mulla Effendi,GA,Iraq,802439953,37056000
3763,Bakr Sidqi,C,Iraq,802439993,37056000
3764,Ezzedine Salim,Start,Iraq,802525404,37056000
3765,Mowaffak al-Rubaie,C,Iraq,802636881,37056000
3766,Yonadam Kanna,Stub,Iraq,802659183,37056000
3767,Kamil al-Dulaimi,Stub,Iraq,802749133,37056000
3768,Idris Barzani,Stub,Iraq,802809681,37056000
3769,Anne Nafi Aussi,Start,Iraq,802841590,37056000
3770,Fawzi Hariri,Start,Iraq,802865523,37056000
3771,Abd Al-Rahman Al-Gillani,Stub,Iraq,803225655,37056000
3772,Juwan Fuad Masum,Stub,Iraq,803352263,37056000
3773,Ali Hama Saleh,Stub,Iraq,803419995,37056000
3774,Tariq Najm,Start,Iraq,803474056,37056000
3775,Mahdi al-Hafez,Stub,Iraq,803566094,37056000
3776,Talib al-Naqib,GA,Iraq,803736389,37056000
3777,List of Presidents of Iraq,Start,Iraq,803747175,37056000
3778,List of Prime Ministers of Iraq,Start,Iraq,803747658,37056000
3779,Khodair al-Khozaei,Stub,Iraq,803749182,37056000
3780,Paul Bremer,B,Iraq,803756614,37056000
3781,Yusuf Salman Yusuf,C,Iraq,803757524,37056000
3782,Muhammad Najib ar-Ruba'i,Start,Iraq,803821406,37056000
3783,Mahmud Barzanji,C,Iraq,804076153,37056000
3784,Hero Ibrahim Ahmed,Start,Iraq,804077347,37056000
3785,Nechirvan Barzani,Start,Iraq,804275524,37056000
3786,Ali Hassan al-Majid,GA,Iraq,804421792,37056000
3787,Salim al-Jabouri,Start,Iraq,804479982,37056000
3788,Ziyad Cattan,Start,Iraq,804490490,37056000
3789,Muhammad Amin Zaki,Start,Iraq,804957306,37056000
3790,Abdul-Hussein Abtaan,Start,Iraq,805518971,37056000
3791,Abdullah Kadhem Ruaid,Stub,Iraq,805857976,37056000
3792,Vian Dakhil,C,Iraq,805921006,37056000
3793,Tahseen Said,Start,Iraq,805923289,37056000
3794,Atheel al-Nujaifi,Stub,Iraq,805923589,37056000
3795,Barham Salih,C,Iraq,805966903,37056000
3796,Kosrat Rasul Ali,C,Iraq,806053871,37056000
3797,Leyla Qasim,Start,Iraq,806393629,37056000
3798,Mustafa Barzani,GA,Iraq,806400094,37056000
3799,Ayad Allawi,B,Iraq,806417674,37056000
3800,Ali Bapir,Start,Iraq,806637284,37056000
3801,Fuad Masum,C,Iraq,806673577,37056000
3802,Hikmat Sulayman,Start,Iraq,806726523,37056000
3803,Widad Akrawi,B,Iraq,806829186,37056000
3804,'Abd al-Ilah,C,Iraq,806964376,37056000
3805,Najmiddin Karim,C,Iraq,807042367,37056000
3806,Saddam Hussein,B,Iraq,807263780,37056000
3807,Mullah Krekar,B,Iraq,807356662,37056000
3808,Faisal I of Iraq,B,Iraq,807393478,37056000
3809,Saadeddin Arkej,Stub,Iraq,807394752,37056000
3810,"List of members of the Council of Representatives of Iraq, 2005–2010",B,Iraq,807395830,37056000
3811,Abu Bakr al-Baghdadi,GA,Iraq,807418493,37056000
3812,Namaa Alward,Stub,Iraq,807464970,37056000
3813,Template:Nepal-politician-stub,Stub,Nepal,394580939,28039000
3814,Template:Nepal-diplomat-stub,Stub,Nepal,539244575,28039000
3815,Bharat Saud,Stub,Nepal,671484594,28039000
3816,Narayan Sharma Paudel,Stub,Nepal,671903264,28039000
3817,Pradip Kumar Gyawali,Start,Nepal,695644408,28039000
3818,Tek Bahadur Gurung,Start,Nepal,697556836,28039000
3819,Rameshwor Phuyal,Stub,Nepal,698241676,28039000
3820,Rishi Kattel,Stub,Nepal,698253253,28039000
3821,Sushila Chaudhary,Stub,Nepal,698571611,28039000
3822,Mahendra Dhoj G.C.,Stub,Nepal,698571613,28039000
3823,Sher Bahadur Tamang,Stub,Nepal,698571631,28039000
3824,Hari Bahadur Khadka,Stub,Nepal,698571634,28039000
3825,Tirtha Bahadur Lama,Stub,Nepal,698571661,28039000
3826,Vishwendraman Pashwan,Stub,Nepal,698571662,28039000
3827,Tuluram Rajbanshi,Stub,Nepal,698571672,28039000
3828,Hari Lal Joshi,Stub,Nepal,698571717,28039000
3829,Arjun Jang Bahadur Singh,Stub,Nepal,698571731,28039000
3830,Prem Lal Singh,Stub,Nepal,698571738,28039000
3831,Sebaki Devi Das Tatma,Stub,Nepal,698571745,28039000
3832,Chandra Bahadur Gurung,Stub,Nepal,698571747,28039000
3833,Krishna Das Shrestha,Stub,Nepal,698571748,28039000
3834,Om Prakash Yadav Gulzari,Stub,Nepal,698571750,28039000
3835,Omprakash Yadav,Stub,Nepal,698571758,28039000
3836,Hari Parajuli,Stub,Nepal,698571782,28039000
3837,Ishwar Dayal Mishra,Stub,Nepal,698571785,28039000
3838,Sher Dhan Rai,Stub,Nepal,698571803,28039000
3839,Bhim Bahadur Tamang,Start,Nepal,698572100,28039000
3840,Bedanand Jha,Stub,Nepal,698572160,28039000
3841,Mohan Prasad Pandey,Stub,Nepal,698572183,28039000
3842,Shekha Nath Adhikari,Stub,Nepal,698572200,28039000
3843,Dev Raj Joshi,Stub,Nepal,698572239,28039000
3844,Tarinee Datt Chataut,Stub,Nepal,698572252,28039000
3845,Rabindra Nath Sharma,Stub,Nepal,698572269,28039000
3846,Tek Bahadur Chokhyal,Stub,Nepal,698572288,28039000
3847,Dip Kumar Upadhaya (Lamichhane),Stub,Nepal,698572291,28039000
3848,Brijesh Kumar Gupta,Stub,Nepal,698572322,28039000
3849,Harka Bahadur Singh,Stub,Nepal,698572326,28039000
3850,Narayani Datt Chataut,Stub,Nepal,698572327,28039000
3851,Mohammad Estiyak Rai,Stub,Nepal,698573619,28039000
3852,Rameshwor Prasad Dhungel,Stub,Nepal,698573648,28039000
3853,Parbati Chaudhary,Stub,Nepal,698573657,28039000
3854,Ram Hari Subedi,Stub,Nepal,698573663,28039000
3855,Malabar Singh Thapa,Stub,Nepal,698573690,28039000
3856,Yagya Bahadur Basnyat,Stub,Nepal,698573707,28039000
3857,Narayan Singh Pun,Stub,Nepal,698573738,28039000
3858,Ram Ayodhya Prasad Yadav,Stub,Nepal,698575586,28039000
3859,Ramnath Dhakal,Stub,Nepal,698575613,28039000
3860,Sher Bahadur Kunwor,Stub,Nepal,698575620,28039000
3861,Ram Bir Manandhar,Stub,Nepal,698575646,28039000
3862,Radhe Chandra Yadav,Stub,Nepal,698575662,28039000
3863,Til Kumar Menyangbo Limbu,Stub,Nepal,698575677,28039000
3864,Tirtha Ram Dangol,Stub,Nepal,698575695,28039000
3865,Rajendra Kumar KC,Stub,Nepal,698575714,28039000
3866,Lekh Nath Neupane,Stub,Nepal,698582041,28039000
3867,Kumar Lingden,Stub,Nepal,701431224,28039000
3868,Sita Subedi,Stub,Nepal,704369545,28039000
3869,Muhammad Okil Musalman,Stub,Nepal,709511295,28039000
3870,Romy Gauchan Thakali,Stub,Nepal,710416217,28039000
3871,Gehendra Giri,Stub,Nepal,710418415,28039000
3872,Shanker Prasad Pandey,Stub,Nepal,710421408,28039000
3873,Tanka Prasad Sharma Kadel,Stub,Nepal,711115345,28039000
3874,Mukunda Neupane,Stub,Nepal,715042514,28039000
3875,Mohammed Aftab Aalam,Stub,Nepal,715340094,28039000
3876,Bal Bahadur Rai,Stub,Nepal,715562284,28039000
3877,Prakash Sharma Poudel,Stub,Nepal,717769920,28039000
3878,Hridayesh Tripathi,Stub,Nepal,724286796,28039000
3879,Bishnu Prasad Paudel,Stub,Nepal,730355265,28039000
3880,Janata Dal (Samajbadi Prajatantrik),Stub,Nepal,730958820,28039000
3881,Sahana Pradhan,Start,Nepal,731298989,28039000
3882,Prakash Koirala,Stub,Nepal,731622427,28039000
3883,Bhishmaraj Angdembe,Stub,Nepal,735844325,28039000
3884,Hem Bahadur Malla,Stub,Nepal,739428787,28039000
3885,Dal Bahadur Sunar,Stub,Nepal,739491661,28039000
3886,Kripasur Sherpa,Stub,Nepal,739493409,28039000
3887,Takashi Miyahara,Stub,Nepal,740523875,28039000
3888,Arjun Rai,Stub,Nepal,742602852,28039000
3889,Bam Shah,Start,Nepal,742768404,28039000
3890,Jagannath Acharya,Stub,Nepal,746190781,28039000
3891,Bhimsen Das Pradhan,Stub,Nepal,747276063,28039000
3892,Bishnu Pratap Shah,C,Nepal,747589700,28039000
3893,Buddhiram Bhandari,Stub,Nepal,748762843,28039000
3894,Sarad Singh Bhandari,Stub,Nepal,748998101,28039000
3895,Ajaya Kumar Chaurasiya Barai,Stub,Nepal,749323690,28039000
